"County","FullName","Party","No","Votes","VR"
"花蓮縣","花蓮縣玉里鎮","大愛憲改聯盟","12","12",0.0011
"花蓮縣","花蓮縣玉里鎮","綠黨社會民主黨聯盟","13","155",0.0151
"花蓮縣","花蓮縣玉里鎮","台灣獨立黨","14","28",0.0027
"花蓮縣","花蓮縣玉里鎮","無黨團結聯盟","15","35",0.0034
"花蓮縣","花蓮縣玉里鎮","新黨","16","243",0.0237
"花蓮縣","花蓮縣玉里鎮","健保免費連線","17","39",0.0038
"花蓮縣","花蓮縣玉里鎮","樹黨","18","39",0.0038
"花蓮縣","花蓮縣新城鄉","民主進步黨","1","2512",0.2713
"花蓮縣","花蓮縣新城鄉","親民黨","2","813",0.0878
"花蓮縣","花蓮縣新城鄉","自由台灣黨","3","34",0.0036
"花蓮縣","花蓮縣新城鄉","和平鴿聯盟黨","4","59",0.0063
"花蓮縣","花蓮縣新城鄉","軍公教聯盟黨","5","119",0.0128
"花蓮縣","花蓮縣新城鄉","民國黨","6","134",0.0144
"花蓮縣","花蓮縣新城鄉","信心希望聯盟","7","258",0.0278
"花蓮縣","花蓮縣新城鄉","中華統一促進黨","8","55",0.0059
"花蓮縣","花蓮縣新城鄉","中國國民黨","9","4222",0.456
"花蓮縣","花蓮縣新城鄉","台灣團結聯盟","10","117",0.0126
"花蓮縣","花蓮縣新城鄉","時代力量","11","324",0.0349
"花蓮縣","花蓮縣新城鄉","大愛憲改聯盟","12","10",0.001
"花蓮縣","花蓮縣新城鄉","綠黨社會民主黨聯盟","13","162",0.0174
"花蓮縣","花蓮縣新城鄉","台灣獨立黨","14","24",0.0025
"花蓮縣","花蓮縣新城鄉","無黨團結聯盟","15","38",0.0041
"花蓮縣","花蓮縣新城鄉","新黨","16","297",0.032
"花蓮縣","花蓮縣新城鄉","健保免費連線","17","31",0.0033
"花蓮縣","花蓮縣新城鄉","樹黨","18","49",0.0052
"花蓮縣","花蓮縣吉安鄉","民主進步黨","1","12371",0.3079
"花蓮縣","花蓮縣吉安鄉","親民黨","2","3249",0.0808
"花蓮縣","花蓮縣吉安鄉","自由台灣黨","3","103",0.0025
"花蓮縣","花蓮縣吉安鄉","和平鴿聯盟黨","4","98",0.0024
"花蓮縣","花蓮縣吉安鄉","軍公教聯盟黨","5","484",0.012
"花蓮縣","花蓮縣吉安鄉","民國黨","6","532",0.0132
"花蓮縣","花蓮縣吉安鄉","信心希望聯盟","7","1145",0.0285
"花蓮縣","花蓮縣吉安鄉","中華統一促進黨","8","226",0.0056
"花蓮縣","花蓮縣吉安鄉","中國國民黨","9","16477",0.4101
"花蓮縣","花蓮縣吉安鄉","台灣團結聯盟","10","512",0.0127
"花蓮縣","花蓮縣吉安鄉","時代力量","11","1699",0.0422
"花蓮縣","花蓮縣吉安鄉","大愛憲改聯盟","12","49",0.0012
"花蓮縣","花蓮縣吉安鄉","綠黨社會民主黨聯盟","13","968",0.024
"花蓮縣","花蓮縣吉安鄉","台灣獨立黨","14","91",0.0022
"花蓮縣","花蓮縣吉安鄉","無黨團結聯盟","15","96",0.0023
"花蓮縣","花蓮縣吉安鄉","新黨","16","1766",0.0439
"花蓮縣","花蓮縣吉安鄉","健保免費連線","17","118",0.0029
"花蓮縣","花蓮縣吉安鄉","樹黨","18","188",0.0046
"花蓮縣","花蓮縣壽豐鄉","民主進步黨","1","2652",0.3048
"花蓮縣","花蓮縣壽豐鄉","親民黨","2","628",0.0722
"花蓮縣","花蓮縣壽豐鄉","自由台灣黨","3","30",0.0034
"花蓮縣","花蓮縣壽豐鄉","和平鴿聯盟黨","4","63",0.0072
"花蓮縣","花蓮縣壽豐鄉","軍公教聯盟黨","5","59",0.0067
"花蓮縣","花蓮縣壽豐鄉","民國黨","6","133",0.0152
"花蓮縣","花蓮縣壽豐鄉","信心希望聯盟","7","193",0.0221
"花蓮縣","花蓮縣壽豐鄉","中華統一促進黨","8","37",0.0042
"花蓮縣","花蓮縣壽豐鄉","中國國民黨","9","3841",0.4415
"花蓮縣","花蓮縣壽豐鄉","台灣團結聯盟","10","171",0.0196
"花蓮縣","花蓮縣壽豐鄉","時代力量","11","341",0.0392
"花蓮縣","花蓮縣壽豐鄉","大愛憲改聯盟","12","12",0.0013
"花蓮縣","花蓮縣壽豐鄉","綠黨社會民主黨聯盟","13","155",0.0178
"花蓮縣","花蓮縣壽豐鄉","台灣獨立黨","14","28",0.0032
"花蓮縣","花蓮縣壽豐鄉","無黨團結聯盟","15","29",0.0033
"花蓮縣","花蓮縣壽豐鄉","新黨","16","254",0.0292
"花蓮縣","花蓮縣壽豐鄉","健保免費連線","17","37",0.0042
"花蓮縣","花蓮縣壽豐鄉","樹黨","18","35",0.004
"花蓮縣","花蓮縣光復鄉","民主進步黨","1","1317",0.22
"花蓮縣","花蓮縣光復鄉","親民黨","2","410",0.0685
"花蓮縣","花蓮縣光復鄉","自由台灣黨","3","37",0.0061
"花蓮縣","花蓮縣光復鄉","和平鴿聯盟黨","4","44",0.0073
"花蓮縣","花蓮縣光復鄉","軍公教聯盟黨","5","41",0.0068
"花蓮縣","花蓮縣光復鄉","民國黨","6","94",0.0157
"花蓮縣","花蓮縣光復鄉","信心希望聯盟","7","125",0.0208
"花蓮縣","花蓮縣光復鄉","中華統一促進黨","8","32",0.0053
"花蓮縣","花蓮縣光復鄉","中國國民黨","9","3016",0.5039
"花蓮縣","花蓮縣光復鄉","台灣團結聯盟","10","93",0.0155
"花蓮縣","花蓮縣光復鄉","時代力量","11","475",0.0793
"花蓮縣","花蓮縣光復鄉","大愛憲改聯盟","12","8",0.0013
"花蓮縣","花蓮縣光復鄉","綠黨社會民主黨聯盟","13","78",0.013
"花蓮縣","花蓮縣光復鄉","台灣獨立黨","14","10",0.0016
"花蓮縣","花蓮縣光復鄉","無黨團結聯盟","15","14",0.0023
"花蓮縣","花蓮縣光復鄉","新黨","16","151",0.0252
"花蓮縣","花蓮縣光復鄉","健保免費連線","17","21",0.0035
"花蓮縣","花蓮縣光復鄉","樹黨","18","19",0.0031
"花蓮縣","花蓮縣豐濱鄉","民主進步黨","1","296",0.1599
"花蓮縣","花蓮縣豐濱鄉","親民黨","2","106",0.0572
"花蓮縣","花蓮縣豐濱鄉","自由台灣黨","3","8",0.0043
"花蓮縣","花蓮縣豐濱鄉","和平鴿聯盟黨","4","20",0.0108
"花蓮縣","花蓮縣豐濱鄉","軍公教聯盟黨","5","21",0.0113
"花蓮縣","花蓮縣豐濱鄉","民國黨","6","16",0.0086
"花蓮縣","花蓮縣豐濱鄉","信心希望聯盟","7","33",0.0178
"花蓮縣","花蓮縣豐濱鄉","中華統一促進黨","8","7",0.0037
"花蓮縣","花蓮縣豐濱鄉","中國國民黨","9","1122",0.6061
"花蓮縣","花蓮縣豐濱鄉","台灣團結聯盟","10","23",0.0124
"花蓮縣","花蓮縣豐濱鄉","時代力量","11","115",0.0621
"花蓮縣","花蓮縣豐濱鄉","大愛憲改聯盟","12","2",0.001
"花蓮縣","花蓮縣豐濱鄉","綠黨社會民主黨聯盟","13","26",0.014
"花蓮縣","花蓮縣豐濱鄉","台灣獨立黨","14","6",0.0032
"花蓮縣","花蓮縣豐濱鄉","無黨團結聯盟","15","11",0.0059
"花蓮縣","花蓮縣豐濱鄉","新黨","16","23",0.0124
"花蓮縣","花蓮縣豐濱鄉","健保免費連線","17","9",0.0048
"花蓮縣","花蓮縣豐濱鄉","樹黨","18","7",0.0037
"花蓮縣","花蓮縣瑞穗鄉","民主進步黨","1","1400",0.2704
"花蓮縣","花蓮縣瑞穗鄉","親民黨","2","364",0.0703
"花蓮縣","花蓮縣瑞穗鄉","自由台灣黨","3","22",0.0042
"花蓮縣","花蓮縣瑞穗鄉","和平鴿聯盟黨","4","55",0.0106
"花蓮縣","花蓮縣瑞穗鄉","軍公教聯盟黨","5","27",0.0052
"花蓮縣","花蓮縣瑞穗鄉","民國黨","6","65",0.0125
"花蓮縣","花蓮縣瑞穗鄉","信心希望聯盟","7","74",0.0142
"花蓮縣","花蓮縣瑞穗鄉","中華統一促進黨","8","21",0.004
"花蓮縣","花蓮縣瑞穗鄉","中國國民黨","9","2632",0.5084
"花蓮縣","花蓮縣瑞穗鄉","台灣團結聯盟","10","101",0.0195
"花蓮縣","花蓮縣瑞穗鄉","時代力量","11","186",0.0359
"花蓮縣","花蓮縣瑞穗鄉","大愛憲改聯盟","12","5",9e-04
"花蓮縣","花蓮縣瑞穗鄉","綠黨社會民主黨聯盟","13","54",0.0104
"花蓮縣","花蓮縣瑞穗鄉","台灣獨立黨","14","18",0.0034
"花蓮縣","花蓮縣瑞穗鄉","無黨團結聯盟","15","14",0.0027
"花蓮縣","花蓮縣瑞穗鄉","新黨","16","107",0.0206
"花蓮縣","花蓮縣瑞穗鄉","健保免費連線","17","15",0.0028
"花蓮縣","花蓮縣瑞穗鄉","樹黨","18","17",0.0032
"花蓮縣","花蓮縣富里鄉","民主進步黨","1","1248",0.2846
"花蓮縣","花蓮縣富里鄉","親民黨","2","290",0.0661
"花蓮縣","花蓮縣富里鄉","自由台灣黨","3","14",0.0031
"花蓮縣","花蓮縣富里鄉","和平鴿聯盟黨","4","24",0.0054
"花蓮縣","花蓮縣富里鄉","軍公教聯盟黨","5","18",0.0041
"花蓮縣","花蓮縣富里鄉","民國黨","6","49",0.0111
"花蓮縣","花蓮縣富里鄉","信心希望聯盟","7","47",0.0107
"花蓮縣","花蓮縣富里鄉","中華統一促進黨","8","13",0.0029
"花蓮縣","花蓮縣富里鄉","中國國民黨","9","2278",0.5194
"花蓮縣","花蓮縣富里鄉","台灣團結聯盟","10","84",0.0191
"花蓮縣","花蓮縣富里鄉","時代力量","11","90",0.0205
"花蓮縣","花蓮縣富里鄉","大愛憲改聯盟","12","3",6e-04
"花蓮縣","花蓮縣富里鄉","綠黨社會民主黨聯盟","13","50",0.0114
"花蓮縣","花蓮縣富里鄉","台灣獨立黨","14","20",0.0045
"花蓮縣","花蓮縣富里鄉","無黨團結聯盟","15","7",0.0015
"花蓮縣","花蓮縣富里鄉","新黨","16","103",0.0234
"花蓮縣","花蓮縣富里鄉","健保免費連線","17","19",0.0043
"花蓮縣","花蓮縣富里鄉","樹黨","18","28",0.0063
"花蓮縣","花蓮縣秀林鄉","民主進步黨","1","1100",0.174
"花蓮縣","花蓮縣秀林鄉","親民黨","2","811",0.1283
"花蓮縣","花蓮縣秀林鄉","自由台灣黨","3","23",0.0036
"花蓮縣","花蓮縣秀林鄉","和平鴿聯盟黨","4","21",0.0033
"花蓮縣","花蓮縣秀林鄉","軍公教聯盟黨","5","54",0.0085
"花蓮縣","花蓮縣秀林鄉","民國黨","6","125",0.0197
"花蓮縣","花蓮縣秀林鄉","信心希望聯盟","7","246",0.0389
"花蓮縣","花蓮縣秀林鄉","中華統一促進黨","8","55",0.0087
"花蓮縣","花蓮縣秀林鄉","中國國民黨","9","3207",0.5073
"花蓮縣","花蓮縣秀林鄉","台灣團結聯盟","10","77",0.0121
"花蓮縣","花蓮縣秀林鄉","時代力量","11","174",0.0275
"花蓮縣","花蓮縣秀林鄉","大愛憲改聯盟","12","8",0.0012
"花蓮縣","花蓮縣秀林鄉","綠黨社會民主黨聯盟","13","72",0.0113
"花蓮縣","花蓮縣秀林鄉","台灣獨立黨","14","14",0.0022
"花蓮縣","花蓮縣秀林鄉","無黨團結聯盟","15","183",0.0289
"花蓮縣","花蓮縣秀林鄉","新黨","16","100",0.0158
"花蓮縣","花蓮縣秀林鄉","健保免費連線","17","34",0.0053
"花蓮縣","花蓮縣秀林鄉","樹黨","18","17",0.0026
"花蓮縣","花蓮縣萬榮鄉","民主進步黨","1","294",0.1187
"花蓮縣","花蓮縣萬榮鄉","親民黨","2","213",0.086
"花蓮縣","花蓮縣萬榮鄉","自由台灣黨","3","10",0.004
"花蓮縣","花蓮縣萬榮鄉","和平鴿聯盟黨","4","11",0.0044
"花蓮縣","花蓮縣萬榮鄉","軍公教聯盟黨","5","36",0.0145
"花蓮縣","花蓮縣萬榮鄉","民國黨","6","50",0.0202
"花蓮縣","花蓮縣萬榮鄉","信心希望聯盟","7","122",0.0492
"花蓮縣","花蓮縣萬榮鄉","中華統一促進黨","8","5",0.002
"花蓮縣","花蓮縣萬榮鄉","中國國民黨","9","1490",0.602
"花蓮縣","花蓮縣萬榮鄉","台灣團結聯盟","10","26",0.0105
"花蓮縣","花蓮縣萬榮鄉","時代力量","11","98",0.0395
"花蓮縣","花蓮縣萬榮鄉","大愛憲改聯盟","12","0",0
"花蓮縣","花蓮縣萬榮鄉","綠黨社會民主黨聯盟","13","22",0.0088
"花蓮縣","花蓮縣萬榮鄉","台灣獨立黨","14","5",0.002
"花蓮縣","花蓮縣萬榮鄉","無黨團結聯盟","15","49",0.0197
"花蓮縣","花蓮縣萬榮鄉","新黨","16","30",0.0121
"花蓮縣","花蓮縣萬榮鄉","健保免費連線","17","9",0.0036
"花蓮縣","花蓮縣萬榮鄉","樹黨","18","5",0.002
"花蓮縣","花蓮縣卓溪鄉","民主進步黨","1","198",0.0866
"花蓮縣","花蓮縣卓溪鄉","親民黨","2","153",0.0669
"花蓮縣","花蓮縣卓溪鄉","自由台灣黨","3","3",0.0013
"花蓮縣","花蓮縣卓溪鄉","和平鴿聯盟黨","4","6",0.0026
"花蓮縣","花蓮縣卓溪鄉","軍公教聯盟黨","5","16",0.007
"花蓮縣","花蓮縣卓溪鄉","民國黨","6","52",0.0227
"花蓮縣","花蓮縣卓溪鄉","信心希望聯盟","7","114",0.0498
"花蓮縣","花蓮縣卓溪鄉","中華統一促進黨","8","5",0.0021
"花蓮縣","花蓮縣卓溪鄉","中國國民黨","9","1621",0.7094
"花蓮縣","花蓮縣卓溪鄉","台灣團結聯盟","10","18",0.0078
"花蓮縣","花蓮縣卓溪鄉","時代力量","11","34",0.0148
"花蓮縣","花蓮縣卓溪鄉","大愛憲改聯盟","12","0",0
"花蓮縣","花蓮縣卓溪鄉","綠黨社會民主黨聯盟","13","13",0.0056
"花蓮縣","花蓮縣卓溪鄉","台灣獨立黨","14","5",0.0021
"花蓮縣","花蓮縣卓溪鄉","無黨團結聯盟","15","13",0.0056
"花蓮縣","花蓮縣卓溪鄉","新黨","16","22",0.0096
"花蓮縣","花蓮縣卓溪鄉","健保免費連線","17","9",0.0039
"花蓮縣","花蓮縣卓溪鄉","樹黨","18","3",0.0013
"澎湖縣","澎湖縣馬公市","民主進步黨","1","9751",0.3628
"澎湖縣","澎湖縣馬公市","親民黨","2","1654",0.0615
"澎湖縣","澎湖縣馬公市","自由台灣黨","3","85",0.0031
"澎湖縣","澎湖縣馬公市","和平鴿聯盟黨","4","52",0.0019
"澎湖縣","澎湖縣馬公市","軍公教聯盟黨","5","490",0.0182
"澎湖縣","澎湖縣馬公市","民國黨","6","194",0.0072
"澎湖縣","澎湖縣馬公市","信心希望聯盟","7","186",0.0069
"澎湖縣","澎湖縣馬公市","中華統一促進黨","8","92",0.0034
"澎湖縣","澎湖縣馬公市","中國國民黨","9","4765",0.1773
"澎湖縣","澎湖縣馬公市","台灣團結聯盟","10","689",0.0256
"澎湖縣","澎湖縣馬公市","時代力量","11","991",0.0368
"澎湖縣","澎湖縣馬公市","大愛憲改聯盟","12","21",7e-04
"澎湖縣","澎湖縣馬公市","綠黨社會民主黨聯盟","13","452",0.0168
"澎湖縣","澎湖縣馬公市","台灣獨立黨","14","66",0.0024
"澎湖縣","澎湖縣馬公市","無黨團結聯盟","15","6194",0.2304
"澎湖縣","澎湖縣馬公市","新黨","16","894",0.0332
"澎湖縣","澎湖縣馬公市","健保免費連線","17","73",0.0027
"澎湖縣","澎湖縣馬公市","樹黨","18","225",0.0083
"澎湖縣","澎湖縣湖西鄉","民主進步黨","1","2824",0.4554
"澎湖縣","澎湖縣湖西鄉","親民黨","2","301",0.0485
"澎湖縣","澎湖縣湖西鄉","自由台灣黨","3","19",0.003
"澎湖縣","澎湖縣湖西鄉","和平鴿聯盟黨","4","14",0.0022
"澎湖縣","澎湖縣湖西鄉","軍公教聯盟黨","5","105",0.0169
"澎湖縣","澎湖縣湖西鄉","民國黨","6","44",0.007
"澎湖縣","澎湖縣湖西鄉","信心希望聯盟","7","29",0.0046
"澎湖縣","澎湖縣湖西鄉","中華統一促進黨","8","13",0.002
"澎湖縣","澎湖縣湖西鄉","中國國民黨","9","712",0.1148
"澎湖縣","澎湖縣湖西鄉","台灣團結聯盟","10","126",0.0203
"澎湖縣","澎湖縣湖西鄉","時代力量","11","152",0.0245
"澎湖縣","澎湖縣湖西鄉","大愛憲改聯盟","12","6",9e-04
"澎湖縣","澎湖縣湖西鄉","綠黨社會民主黨聯盟","13","67",0.0108
"澎湖縣","澎湖縣湖西鄉","台灣獨立黨","14","18",0.0029
"澎湖縣","澎湖縣湖西鄉","無黨團結聯盟","15","1540",0.2483
"澎湖縣","澎湖縣湖西鄉","新黨","16","159",0.0256
"澎湖縣","澎湖縣湖西鄉","健保免費連線","17","19",0.003
"澎湖縣","澎湖縣湖西鄉","樹黨","18","52",0.0083
"澎湖縣","澎湖縣白沙鄉","民主進步黨","1","1339",0.3821
"澎湖縣","澎湖縣白沙鄉","親民黨","2","155",0.0442
"澎湖縣","澎湖縣白沙鄉","自由台灣黨","3","12",0.0034
"澎湖縣","澎湖縣白沙鄉","和平鴿聯盟黨","4","16",0.0045
"澎湖縣","澎湖縣白沙鄉","軍公教聯盟黨","5","41",0.0117
"澎湖縣","澎湖縣白沙鄉","民國黨","6","27",0.0077
"澎湖縣","澎湖縣白沙鄉","信心希望聯盟","7","20",0.0057
"澎湖縣","澎湖縣白沙鄉","中華統一促進黨","8","5",0.0014
"澎湖縣","澎湖縣白沙鄉","中國國民黨","9","520",0.1484
"澎湖縣","澎湖縣白沙鄉","台灣團結聯盟","10","75",0.0214
"澎湖縣","澎湖縣白沙鄉","時代力量","11","72",0.0205
"澎湖縣","澎湖縣白沙鄉","大愛憲改聯盟","12","5",0.0014
"澎湖縣","澎湖縣白沙鄉","綠黨社會民主黨聯盟","13","28",0.0079
"澎湖縣","澎湖縣白沙鄉","台灣獨立黨","14","12",0.0034
"澎湖縣","澎湖縣白沙鄉","無黨團結聯盟","15","1030",0.2939
"澎湖縣","澎湖縣白沙鄉","新黨","16","123",0.0351
"澎湖縣","澎湖縣白沙鄉","健保免費連線","17","8",0.0022
"澎湖縣","澎湖縣白沙鄉","樹黨","18","16",0.0045
"澎湖縣","澎湖縣西嶼鄉","民主進步黨","1","1344",0.4181
"澎湖縣","澎湖縣西嶼鄉","親民黨","2","147",0.0457
"澎湖縣","澎湖縣西嶼鄉","自由台灣黨","3","13",0.004
"澎湖縣","澎湖縣西嶼鄉","和平鴿聯盟黨","4","6",0.0018
"澎湖縣","澎湖縣西嶼鄉","軍公教聯盟黨","5","35",0.0108
"澎湖縣","澎湖縣西嶼鄉","民國黨","6","21",0.0065
"澎湖縣","澎湖縣西嶼鄉","信心希望聯盟","7","16",0.0049
"澎湖縣","澎湖縣西嶼鄉","中華統一促進黨","8","12",0.0037
"澎湖縣","澎湖縣西嶼鄉","中國國民黨","9","385",0.1197
"澎湖縣","澎湖縣西嶼鄉","台灣團結聯盟","10","72",0.0224
"澎湖縣","澎湖縣西嶼鄉","時代力量","11","85",0.0264
"澎湖縣","澎湖縣西嶼鄉","大愛憲改聯盟","12","5",0.0015
"澎湖縣","澎湖縣西嶼鄉","綠黨社會民主黨聯盟","13","30",0.0093
"澎湖縣","澎湖縣西嶼鄉","台灣獨立黨","14","12",0.0037
"澎湖縣","澎湖縣西嶼鄉","無黨團結聯盟","15","968",0.3011
"澎湖縣","澎湖縣西嶼鄉","新黨","16","47",0.0146
"澎湖縣","澎湖縣西嶼鄉","健保免費連線","17","6",0.0018
"澎湖縣","澎湖縣西嶼鄉","樹黨","18","10",0.0031
"澎湖縣","澎湖縣望安鄉","民主進步黨","1","481",0.4107
"澎湖縣","澎湖縣望安鄉","親民黨","2","75",0.064
"澎湖縣","澎湖縣望安鄉","自由台灣黨","3","4",0.0034
"澎湖縣","澎湖縣望安鄉","和平鴿聯盟黨","4","6",0.0051
"澎湖縣","澎湖縣望安鄉","軍公教聯盟黨","5","6",0.0051
"澎湖縣","澎湖縣望安鄉","民國黨","6","13",0.0111
"澎湖縣","澎湖縣望安鄉","信心希望聯盟","7","6",0.0051
"澎湖縣","澎湖縣望安鄉","中華統一促進黨","8","3",0.0025
"澎湖縣","澎湖縣望安鄉","中國國民黨","9","145",0.1238
"澎湖縣","澎湖縣望安鄉","台灣團結聯盟","10","49",0.0418
"澎湖縣","澎湖縣望安鄉","時代力量","11","31",0.0264
"澎湖縣","澎湖縣望安鄉","大愛憲改聯盟","12","3",0.0025
"澎湖縣","澎湖縣望安鄉","綠黨社會民主黨聯盟","13","19",0.0162
"澎湖縣","澎湖縣望安鄉","台灣獨立黨","14","5",0.0042
"澎湖縣","澎湖縣望安鄉","無黨團結聯盟","15","295",0.2519
"澎湖縣","澎湖縣望安鄉","新黨","16","25",0.0213
"澎湖縣","澎湖縣望安鄉","健保免費連線","17","0",0
"澎湖縣","澎湖縣望安鄉","樹黨","18","5",0.0042
